nct_number,study_title,phase,enrollment,funder_type,sponsor,start_date,completion_date,duration_months,start_year,allocation,masking,primary_purpose,intervention_model,is_multinational,country_count,scope
NCT00482183,Comparison Between Pioglitazone and SES With type2 DM,Phase 2/3,38,OTHER,Showa University,2003-07-01,2007-06-01,47.0,2003.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,0,Single Country
NCT02662569,Safety and Efficacy of Evolocumab in Combination With Statin Therapy in Adults With Diabetes and Hyperlipidemia or Mixed Dyslipidemia,Phase 3,986,INDUSTRY,Amgen,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,10,Multinational
NCT00141453,ORIENT: Olmesartan Reducing Incidence of End Stage Renal Disease in Diabetic Nephropathy Trial,Phase 3,577,INDUSTRY,"Daiichi Sankyo Co., Ltd.",2003-04-01,2009-01-01,69.1,2003.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT00491543,"Evaluation of ALT-2074 in Subjects With Type-2 Diabetes, Haptoglobin Type 2-2 Genotype and Coronary Artery Disease",Phase 2,66,INDUSTRY,"Synvista Therapeutics, Inc",2007-06-01,2008-05-01,11.0,2007.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT04618744,A Study to Assess the Safety and Efficacy of Oral Insulin in T2DM Patients With Nonalcoholic Steatohepatitis (NASH),Phase 2,32,INDUSTRY,"Oramed, Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT05190744,"Probenecid (PB) to Treat Hereditary Nephrogenic Diabetes Insipidus (NDI), ADPKD Treated With Tolvaptan, and Severely Polyuric Patients With Previous Lithium Administration",Phase 2,36,OTHER,Mayo Clinic,,,,,NON_RANDOMIZED,NONE,SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT01779375,RISE Pediatric Medication Study,Phase 3,91,NETWORK,RISE Study Group,,2018-04-01,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT01779362,RISE Adult Medication Study,Phase 3,267,NETWORK,RISE Study Group,2013-04-01,2019-08-01,76.0,2013.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00848315,Diabetes Management in Low-Income Hispanic Patients,Phase 2,252,OTHER,"University of Massachusetts, Worcester",2004-07-01,2008-07-01,48.0,2004.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),OTHER,PARALLEL,0,1,Single Country
NCT04304261,Effects of SGLT2i on the Cognitive Function in T2DM Patient (ESCDP),Phase 3,100,OTHER,Third Military Medical University,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00093015,Trial to Reduce Cardiovascular Events With Aranesp® Therapy (TREAT),Phase 3,4038,INDUSTRY,Amgen,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT02936843,Targeting Inflammation With Salsalate in Type 1 Diabetes Neuropathy,Phase 2/3,61,OTHER,University of Michigan,2016-10-01,,,2016.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02923453,Effect of Ginseng in Type 2 Diabetes,Phase 2,23,OTHER,Unity Health Toronto,1998-03-01,2002-08-01,53.0,1998.0,RANDOMIZED,"DOUBLE (PARTICIPANT, CARE_PROVIDER)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00166036,Effect of Statins on Oxidative Stress and Endothelial Progenitor Cells,Phase 2,36,OTHER,Emory University,2004-09-01,2009-04-01,55.0,2004.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT04455633,"Efficacy, Safety, and PK of LX9211 in Participants With Diabetic Peripheral Neuropathic Pain",Phase 2,319,INDUSTRY,Lexicon Pharmaceuticals,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00436475,Vitamin D and Calcium Homeostasis for Prevention of Type 2 Diabetes,Phase 1/2,92,OTHER,Tufts Medical Center,2007-09-01,2009-11-01,26.0,2007.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,FACTORIAL,0,1,Single Country
NCT02739217,Safety and Tolerability of PBI-4050 and Its Effects on the Biomarkers in Subjects With Alström Syndrome,Phase 2,12,INDUSTRY,Liminal BioSciences Ltd.,,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01601574,Weight Loss Study for People With Type 2 Diabetes,Phase 3,563,OTHER,Medical University of South Carolina,2012-05-01,2014-09-01,28.0,2012.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00006305,Bypass Angioplasty Revascularization Investigation in Type 2 Diabetes,Phase 3,2368,OTHER,University of Pittsburgh,2000-09-01,2009-03-01,101.9,2000.0,RANDOMIZED,NONE,TREATMENT,FACTORIAL,0,0,Single Country
NCT05872620,A Study of Orforglipron in Adult Participants With Obesity or Overweight and Type 2 Diabetes,Phase 3,1613,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,11,Multinational
NCT00285194,hOKT3γ1 (Ala-Ala) Combined With Sirolimus and Delayed Tacrolimus in Type 1 Diabetic Islet Allograft Recipients,Phase 1/2,6,OTHER,University of Minnesota,2000-04-01,2004-01-01,45.0,2000.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT03345004,Diamyd Administered Into Lymph Nodes in Combination With Vitamin D in Type 1 Diabetes,Phase 2,109,INDUSTRY,Diamyd Medical AB,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,4,Multinational
NCT03270956,A Study of Autologous Renal Autologous Cell Therapy (REACT) in Patients With Diabetic Chronic Kidney Disease,Phase 2,10,INDUSTRY,Prokidney,,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00381134,Improving Outcomes in Patients With Kidney Disease Due to Diabetes,Phase 2,92,NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),2003-07-01,2006-12-01,41.0,2003.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT01030861,"Teplizumab for Prevention of Type 1 Diabetes In Relatives ""At-Risk""",Phase 2,76,NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),2010-08-01,2019-06-01,106.0,2010.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,3,Multinational
NCT00489229,To Investigate the Effect of Rosiglitazone and Ramipril on Pre-clinical Vasculopathy in Diabetes and IGT Patients,Phase 3,66,OTHER,Universiti Sains Malaysia,2002-10-01,2005-12-01,38.0,2002.0,RANDOMIZED,DOUBLE,TREATMENT,FACTORIAL,0,1,Single Country
NCT00509236,Sitagliptin Versus Glipizide in Participants With Type 2 Diabetes Mellitus and End-Stage Renal Disease (MK-0431-073 AM1),Phase 3,129,INDUSTRY,Merck Sharp & Dohme LLC,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT01000688,Vildagliptin and Endothelium-dependent Vasodilatation,Phase 3,16,OTHER,Radboud University Medical Center,2010-01-01,2010-10-01,9.0,2010.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",PREVENTION,CROSSOVER,0,1,Single Country
NCT01904032,Sunshine 2 Study for Women With Diabetes,Phase 2,265,OTHER,Loyola University,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02836574,A Study of Renal Autologous Cell Therapy (REACT) in Type 2 Diabetics With Chronic Kidney Disease,Phase 2,83,INDUSTRY,Prokidney,2016-09-01,2023-12-01,87.0,2016.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT04141241,Phase 2a Study to Evaluate the Safety and Efficacy of PH100 Tablet in T2DM Patients With Recent Cardiovascular,Phase 2,82,INDUSTRY,"Bota Bio Co., Ltd.",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",SUPPORTIVE_CARE,PARALLEL,0,0,Single Country
NCT00997178,Diabetes and Periodontal Therapy Trial,Phase 3,514,OTHER,Stony Brook University,2009-10-01,2012-12-01,38.0,2009.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),TREATMENT,PARALLEL,0,1,Single Country
NCT01294423,Evaluate Efficacy and Safety in Japanese Subjects With Type 2 Diabetes Mellitus,Phase 3,261,INDUSTRY,AstraZeneca,2011-02-01,2012-03-01,12.9,2011.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03851055,Zinc Supplementation in Patients With β-Thalassemia Major Complicated With Diabetes Mellitus,Phase 3,80,OTHER,Ain Shams University,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02355158,"A Safety Study of Clonidine Hydrochloride Topical Gel, 0.1% in the Treatment of Painful Diabetic Neuropathy",Phase 2,197,INDUSTRY,BioDelivery Sciences International,2014-06-01,2015-09-01,15.0,2014.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT02183935,Treatment of Morbidly Obese Adolescent With a Duodena-jejunal Liner,Phase 3,22,OTHER,University Medical Centre Ljubljana,2014-07-01,,,2014.0,NON_RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00995930,Safety & Effectiveness on Vascular Structure and Function of ACZ885 in Atherosclerosis and Either T2DM or IGT Patients,Phase 2,189,INDUSTRY,Novartis Pharmaceuticals,2009-12-01,2014-02-01,50.0,2009.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,5,Multinational
NCT01581073,PRevention of End Stage Kidney Disease by Darbepoetin Alfa In Chronic Kidney Disease Patients With nondiabeTic Kidney Disease,Phase 3,476,OTHER,"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT04657003,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have Obesity or Are Overweight,Phase 3,938,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,8,Multinational
NCT01813305,CSTC1 for Diabetic Foot Ulcers Phase II Study,Phase 2,124,INDUSTRY,Charsire Biotechnology Corp.,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01784965,Liraglutide and a Calorie Restricted Diet Augments Weight Loss and Decreases Risk of Type 2 Diabetes and CVD.,Phase 3,69,OTHER,Stanford University,2009-12-01,2012-12-01,36.0,2009.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,PARALLEL,0,0,Single Country
NCT04534439,"Safety, Tolerability and Renal Effects of APX-115 in Subjects With Type 2 Diabetes and Nephropathy",Phase 2,140,INDIV,"Aptabio Therapeutics, Inc.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,4,Multinational
NCT02562573,Study to Evaluate the Safety and Tolerability of PBI-4050 in Type 2 Diabetes Patients With Metabolic Syndrome,Phase 2,24,INDUSTRY,Liminal BioSciences Ltd.,2015-05-01,2016-11-01,18.1,2015.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00222521,Insulin Glargine Vs Standard Insulin Therapy,Phase 3,20,OTHER,University of Minnesota,2003-04-01,2005-08-01,28.0,2003.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT05013008,"An add-on Study to the FIGARO-DKD Study Called FIGARO-BM to Learn About the Link Between Biomarkers (Substances in the Blood Used as Indicators of Biological Processes, Disease Processes or Responses to Medication) and Finerenone in FIGARO-DKD Participants",Phase 2,951,INDUSTRY,Bayer,,,,,RANDOMIZED,NONE,OTHER,PARALLEL,1,28,Multinational
NCT01145066,Botanical Oil Supplementation in Diabetic and Metabolic Syndrome Subjects,Phase 2,80,OTHER,Wake Forest University Health Sciences,2009-05-01,2011-03-01,22.0,2009.0,RANDOMIZED,SINGLE (PARTICIPANT),BASIC_SCIENCE,PARALLEL,0,1,Single Country
NCT02213003,Allogeneic Islet Cells Transplanted Onto the Omentum,Phase 1/2,3,OTHER,Rodolfo Alejandro,2014-09-01,,,2014.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00692562,Simultaneous Islet-Kidney Transplantation in Patients of Type 1 Diabetes With End-stage Renal Disease,Phase 1/2,7,OTHER,Fuzhou General Hospital,2005-06-01,2007-12-01,30.0,2005.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT04262479,Injections of Glutamic Acid Decarboxylase (GAD) for LADA Type of Diabetes,Phase 2,14,OTHER,Norwegian University of Science and Technology,,,,,,NONE,TREATMENT,SINGLE_GROUP,1,2,Multinational
NCT02224365,The Effects of Apple Consumption on Cardiovascular Health in Prediabetics and Type 2 Diabetics,Phase 2,50,OTHER,Florida State University,2014-08-01,2016-12-01,28.0,2014.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,0,1,Single Country
NCT03334175,Walnuts to Achieve Lasting NUTrition to Prevent Diabetes,Phase 1/2,18,OTHER,"University of California, San Francisco",,,,,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT00764244,Laser Versus Vitrectomy Versus Intravitreal Triamcinolone Injection for Diabetic Macular Edema,Phase 3,72,OTHER,Assistance Publique - Hôpitaux de Paris,2005-01-01,2009-12-01,59.0,2005.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT01480297,Pilot Study to Determine Effects of Salsalate in Type 1 Diabetes and Painful Peripheral Neuropathy,Phase 2,8,OTHER,University of Michigan,2011-11-01,2014-09-01,34.0,2011.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01828242,The Empowerment Model Towards Type 2 Diabetic Adults To Enhance Vegetable Intake in Achieving Glycemic Control,Phase 2,84,OTHER,SEAMEO Regional Centre for Food and Nutrition,2013-01-01,2014-12-01,23.0,2013.0,RANDOMIZED,SINGLE (PARTICIPANT),SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT01818310,Safety and Efficacy Study of Autologous Bone Marrow Aspirate Concentrate for No-Option Critical Limb Ischemia,Phase 2/3,80,OTHER,University Hospital Ostrava,2012-09-01,2018-10-01,73.0,2012.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00157339,Safety and Efficacy of Inhaled Insulin in Patients With Diabetes and Asthma or COPD,Phase 3,299,INDUSTRY,Eli Lilly and Company,2005-08-01,2008-05-01,33.0,2005.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,16,Multinational
NCT00659828,Effects of Leptin Replacement in Children,Phase 2,1,OTHER,University of Miami,2005-06-01,,,2005.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00657605,Effects of Human Leptin Replacement,Phase 2,3,OTHER,University of Miami,2001-06-01,,,2001.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01595594,Comparison Between aPDT and Systemic Doxycycline on Non-surgical Periodontal Therapy in Type 2 Diabetics,Phase 3,30,OTHER,University of Sao Paulo,2010-03-01,2012-10-01,31.0,2010.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01973400,Neuroprotection by Tocotrienols in Type 1 and Type 2 Diabetes Mellitus,Phase 3,300,OTHER,Universiti Sains Malaysia,2011-06-01,2016-12-01,66.0,2011.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT00566189,New Frontiers on Bariatric Surgical Procedures: Classical Bypass for Type-2 Diabetic Patients With Obesity Grade I,Phase 2/3,36,OTHER,"University of Campinas, Brazil",2007-08-01,2012-12-01,64.0,2007.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00861341,Effects of Pioglitazone on Platelet Function,Phase 2,40,OTHER,University of Rochester,2008-12-01,2011-06-01,30.0,2008.0,,NONE,DIAGNOSTIC,SINGLE_GROUP,0,1,Single Country
NCT01487109,A Phase 2 Study to Evaluate the Safety and Efficacy of CTP-499 in Type 2 Diabetic Nephropathy Patients,Phase 2,170,INDUSTRY,Concert Pharmaceuticals,2012-01-01,2015-01-01,36.0,2012.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00835861,Effectiveness of Metformin Compared to Insulin in Pregnant Women With Mild Preexisting or Early Gestational Diabetes,Phase 2,31,OTHER,"University of North Carolina, Chapel Hill",2008-08-01,2010-04-01,20.0,2008.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT01785524,Dietary Nitrate and Exercise to Augment Exercise Training Benefits in Subjects With DM+PAD,Phase 2,18,OTHER,Duke University,2013-02-01,2014-11-01,21.0,2013.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00547027,Promoting Physical Activity Among Patients With Type 2 Diabetes,Phase 2/3,85,OTHER,Florida State University,2006-04-01,2007-07-01,15.0,2006.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT03242252,"Safety and Efficacy Study of Sotagliflozin on Glucose Control in Participants With Type 2 Diabetes, Moderate Impairment of Kidney Function, and Inadequate Blood Sugar Control",Phase 3,787,INDUSTRY,Lexicon Pharmaceuticals,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,1,16,Multinational
NCT04056208,"Pistachios Blood Sugar Control, Heart and Gut Health",Phase 2,66,OTHER,Penn State University,,,,,RANDOMIZED,"DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,CROSSOVER,0,1,Single Country
NCT03620773,"Impact of Metabolic Surgery on Pancreatic, Renal and Cardiovascular Health in Youth With Type 2 Diabetes",Phase 1/2,24,OTHER,"University of Colorado, Denver",,,,,,NONE,DIAGNOSTIC,SINGLE_GROUP,0,1,Single Country
NCT04083456,Dysvascular Amputation Self-Management of Health,Phase 2,40,OTHER,"University of Colorado, Denver",,,,,RANDOMIZED,"DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)",SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT00091949,Insulin Resistance Intervention After Stroke Trial,Phase 3,3876,OTHER,Yale University,2005-02-01,2015-11-01,128.9,2005.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,8,Multinational
NCT03242018,"A Study to Evaluate Safety and Effects of Sotagliflozin 400 and 200 mg on Glucose Control in Participants With Type 2 Diabetes, Severe Impairment of Kidney Function and Inadequate Blood Sugar Control",Phase 3,277,INDUSTRY,Lexicon Pharmaceuticals,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,15,Multinational
NCT03499223,A Study to Evaluate THR-317 and Ranibizumab Combination Treatment for Diabetic Macular Oedema (DME),Phase 2,70,INDUSTRY,Oxurion,,,,,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,1,7,Multinational
NCT02967653,Atorvastatin for the Treatment of Lithium-Induced Nephrogenic Diabetes Insipidus,Phase 2,60,OTHER,Lady Davis Institute,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01394887,Metformin & Inflammation in Pre-diabetic Children,Phase 2/3,52,OTHER_GOV,"Coordinación de Investigación en Salud, Mexico",2002-07-01,2011-07-01,108.0,2002.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT02206152,A Randomized Double Blinded Study to Examine the Use of N-acetyl Cysteine for the Prevention and Treatment of HAAF in Patients With Type 1 Diabetes,Phase 1/2,22,OTHER,University of Minnesota,2015-02-01,2017-12-01,34.0,2015.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",PREVENTION,CROSSOVER,0,1,Single Country
NCT02230891,Biomarker Guided Therapies in Stage A/B Heart Failure,Phase 2,58,FED,VA Office of Research and Development,,,,,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT01042977,Efficacy and Safety in Patients With Type 2 Diabetes Mellitus and Cardiovascular Disease,Phase 3,964,INDUSTRY,AstraZeneca,2010-03-01,2012-12-01,33.0,2010.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,10,Multinational
NCT00231673,A Study To Evaluate The Effect Of Topiramate On Clinical And Electrophysiological Parameters In Subjects With Diabetic Peripheral Polyneuropathy,Phase 2,72,INDUSTRY,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",2001-07-01,2003-01-01,18.0,2001.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,0,Single Country
NCT03317028,CS02 vs Placebo With Metformin in Type 2 Diabetes Mellitus (T2DM),Phase 2,201,INDUSTRY,"Center Laboratories, Inc.",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT02644759,Transplantation of Autologous Stem Cells for the Treatment of Type 1 Diabetes Mellitus,Phase 1/2,100,OTHER,Stem Cells Arabia,2014-02-01,2018-05-01,50.9,2014.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01607684,Pilot Study to Evaluate Magnetic Marker Imaging on Diabetic Polyneuropathy and Gastroparesis,Phase 2,50,OTHER,Martin-Luther-Universität Halle-Wittenberg,2012-01-01,2012-09-01,8.0,2012.0,NON_RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),DIAGNOSTIC,PARALLEL,0,1,Single Country
NCT01030601,Analysis of the Effect of Intravitreal Dexamethasone Injection on Diabetic Macular Edema After Cataract Surgery (IDDMECS),Phase 2,48,OTHER,"University Health Network, Toronto",2010-01-01,2011-01-01,12.0,2010.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT01506310,Efficacy of Behavioral Therapy and Exercise in Gestational Diabetes Mellitus (GDM),Phase 3,200,OTHER,"University of Turin, Italy",2009-07-01,2012-06-01,35.0,2009.0,RANDOMIZED,NONE,TREATMENT,FACTORIAL,0,1,Single Country
NCT00703482,"A Randomised, Double-Blind, Placebo-Controlled Study Assessing the Effect of Fenofibrate, Coenzyme Q10 and Their co-Administration on Ventricular Diastolic Function in Patients With Type 2 Diabetes",Phase 2,278,INDUSTRY,Solvay Pharmaceuticals,2003-05-01,2004-09-01,16.1,2003.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01843387,Safety and Efficacy of Mesenchymal Precursor Cells in Diabetic Nephropathy,Phase 1/2,30,INDUSTRY,"Mesoblast, Ltd.",2013-07-01,2015-09-01,26.0,2013.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03738865,G-Pen Compared to Glucagen Hypokit for Severe Hypoglycemia Rescue in Adults With Type 1 Diabetes,Phase 3,132,INDUSTRY,Xeris Pharmaceuticals,,,,,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,CROSSOVER,1,3,Multinational
NCT00955903,"Calorie Restriction and Changes in Body Composition, Disease, Function, and Quality of Life in Older Adults",Phase 3,167,OTHER,University of Alabama at Birmingham,2010-06-01,2014-08-01,50.0,2010.0,RANDOMIZED,NONE,PREVENTION,FACTORIAL,0,1,Single Country
NCT03439072,G-Pen™ Compared to Lilly Glucagon for Hypoglycemia Rescue in Adults With Type 1 Diabetes,Phase 3,81,INDUSTRY,Xeris Pharmaceuticals,,,,,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,CROSSOVER,1,2,Multinational
NCT01939366,Cebranopadol Efficacy and Safety in Diabetic Patients Suffering From Chronic Pain Caused by Damage to the Nerves,Phase 2,699,INDUSTRY,"Tris Pharma, Inc.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,8,Multinational
NCT05623189,HTD1801 in Adults With Nonalcoholic Steatohepatitis and Liver Fibrosis Who Have Type 2 Diabetes or Pre-Diabetes,Phase 2,218,INDUSTRY,HighTide Biopharma Pty Ltd,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,SEQUENTIAL,1,3,Multinational
NCT01661192,"Long Term Treatment Effect of the Safety, Tolerability and Efficacy of AAT in Type 1 Diabetes",Phase 2,12,OTHER,Rabin Medical Center,2013-01-01,2017-01-01,48.0,2013.0,NON_RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT01586481,Off- Loading Shoe to Improve Healing and Prevention of Recurrence of Neuropathic Diabetic Plantar Foot Ulcers,Phase 3,33,OTHER,Assistance Publique - Hôpitaux de Paris,2011-06-01,2013-02-01,20.1,2011.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00462436,Innovative Strategies For Risk Reduction Following CABG,Phase 2,35,OTHER,Unity Health Toronto,2007-02-01,2010-05-01,38.9,2007.0,NON_RANDOMIZED,NONE,PREVENTION,SINGLE_GROUP,0,1,Single Country
